# Pion Beam-Spin Asymmetry (KIN-1) :: Integrated over all th_xq_cm bins
#
# histogram parameters:
# xbins      =  25    | phi_xq   [deg]
# xbin width =  14.400  (or +/- 7.200 deg)
#
# header definitions:
# ph_xq:      out-of-plane angle between detected particle (X) and q-vector [deg] 
# Np:         pos (+) helicity counts
# Np_err:     pos (+) helicity counts uncertainty
# Nn:         neg (-) helicity counts
# Nn_err:     neg (-) helicity counts uncertainty
# Asy:        Beam-Spin Asymmetry
# Asy_err:    Beam-Spin Asymmetry uncertainty
#
#! ph_xq[f,0]/  Np[f,1]/  Np_err[f,2]/  Nn[f,3]/  Nn_err[f,4]/  Asy[f,5]/  Asy_err[f,6]/
-172.80  94.500000  9.817080  83.000000  9.178779  0.064789  0.075546 
-158.40  131.000000  11.499999  86.000000  9.407442  0.207373  0.067113 
-144.00  122.750000  11.205468  126.750000  11.327505  -0.016032  0.063859 
-129.60  181.500000  13.587678  193.500000  13.977659  -0.032000  0.051962 
-115.20  358.000000  19.085322  350.000000  18.808237  0.011299  0.037843 
-100.80  659.500000  25.862604  710.250000  26.808314  -0.037051  0.027177 
-86.40  1402.000000  37.726034  1590.750000  40.169170  -0.063069  0.018377 
-72.00  2602.750000  51.592714  2844.000000  53.888734  -0.044292  0.013684 
-57.60  3703.000000  62.082567  4187.750000  65.826021  -0.061433  0.011447 
-43.20  4670.750000  70.274869  5028.500000  72.769373  -0.036884  0.010424 
-28.80  4969.250000  73.068065  5270.250000  75.199365  -0.029396  0.010236 
-14.40  4702.500000  71.401187  4702.000000  71.156519  0.000053  0.010719 
0.00  4505.250000  69.686324  4583.000000  70.297546  -0.008555  0.010891 
14.40  4864.500000  72.621502  4779.750000  71.990043  0.008788  0.010602 
28.80  5007.250000  73.438318  4877.000000  72.341230  0.013178  0.010428 
43.20  4359.000000  67.917224  4072.500000  65.797991  0.033980  0.011210 
57.60  3095.000000  56.457979  2910.000000  54.806445  0.030808  0.013097 
72.00  1879.750000  43.889763  1731.250000  42.097379  0.041124  0.016827 
86.40  1082.000000  33.233976  972.250000  31.415529  0.053426  0.022227 
100.80  536.750000  23.335858  524.000000  23.027150  0.012020  0.030904 
115.20  320.500000  18.024264  273.000000  16.673366  0.080034  0.041246 
129.60  193.750000  14.064586  164.750000  12.944590  0.080893  0.053136 
144.00  114.250000  10.790622  121.500000  11.107434  -0.030753  0.065660 
158.40  103.750000  10.322914  101.500000  10.167355  0.010962  0.070586 
172.80  87.750000  9.450531  82.750000  9.113863  0.029326  0.076955 
